date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets,s1win,s1loss,s1win(%)
2018-05-17,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Shapovalov D.,2.0,29.0,7950.0,1488.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,207,2.0,206,16,93.0
2018-05-17,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Edmund K.,3.0,19.0,6015.0,1905.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,226,2.0,226,14,94.0
2018-05-17,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Ramos-Vinolas A.,18.0,41.0,1905.0,1180.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,216,2.0,216,17,93.0
2018-05-18,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Nishikori K.,18.0,24.0,1905.0,1665.0,2.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,216,3.0,216,23,90.0
2018-05-18,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Goffin D.,3.0,10.0,6015.0,2930.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,226,3.0,226,19,92.0
2018-05-18,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Fognini F.,2.0,21.0,7950.0,1805.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,207,3.0,206,23,90.0
2018-05-19,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Semifinals,3,Zverev A.,Cilic M.,3.0,5.0,6015.0,4770.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,226,2.0,226,27,89.0
2018-05-19,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,2.0,18.0,7950.0,1905.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,207,2.0,206,18,92.0
2018-05-20,2018,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Zverev A.,2.0,3.0,7950.0,6015.0,6.0,1.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,207,3.0,206,27,88.0
2018-05-22,2018,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Carballes Baena R.,8.0,77.0,3195.0,742.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,173,2.0,173,9,95.0
2018-05-25,2018,Lyon Open,ATP250,Outdoor,Clay,Semifinals,3,Thiem D.,Lajovic D.,8.0,68.0,3195.0,824.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,173,3.0,173,17,91.0
2018-05-25,2018,Lyon Open,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,Garcia-Lopez G.,8.0,71.0,3195.0,820.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,173,3.0,173,5,97.0
2018-05-26,2018,Lyon Open,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Simon G.,8.0,75.0,3195.0,765.0,3.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,173,3.0,173,13,93.0
2018-05-27,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Berankis R.,3.0,102.0,5615.0,594.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,226,3.0,226,8,97.0
2018-05-27,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Otte O.,96.0,156.0,639.0,351.0,3.0,6.0,7.0,5.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,107,4.0,104,4,96.0
2018-05-28,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Taberner C.,39.0,213.0,1212.0,278.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,170,4.0,166,2,99.0
2018-05-28,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Ivashka I.,8.0,119.0,3355.0,462.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,8,96.0
2018-05-28,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Dutra Silva R.,22.0,134.0,1665.0,421.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,2,99.0
2018-05-29,2018,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Bolelli S.,1.0,129.0,8770.0,430.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,207,3.0,206,2,99.0
2018-05-30,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Munar J.,22.0,155.0,1665.0,356.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,7,97.0
2018-05-30,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Berrettini M.,Gulbis E.,96.0,160.0,639.0,342.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,107,4.0,104,5,95.0
2018-05-30,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Lajovic D.,3.0,60.0,5615.0,894.0,2.0,6.0,7.0,5.0,4.0,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,17,93.0
2018-05-31,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Pella G.,1.0,78.0,8770.0,728.0,6.0,2.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,207,3.0,206,12,94.0
2018-05-31,2018,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Tsitsipas S.,8.0,39.0,3355.0,1212.0,6.0,2.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,173,4.0,173,33,84.0
2018-06-01,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Berrettini M.,8.0,96.0,3355.0,639.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,173,4.0,173,16,92.0
2018-06-01,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Dzumhur D.,3.0,29.0,5615.0,1415.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,226,5.0,226,12,95.0
2018-06-01,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Bautista Agut R.,22.0,13.0,1665.0,2120.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,22,91.0
2018-06-02,2018,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Gasquet R.,1.0,32.0,8770.0,1395.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,17,92.0
2018-06-03,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Khachanov K.,3.0,38.0,5615.0,1220.0,4.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,226,5.0,226,23,91.0
2018-06-03,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Verdasco F.,22.0,35.0,1665.0,1280.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,17,93.0
2018-06-03,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Thiem D.,Nishikori K.,8.0,21.0,3355.0,1710.0,6.0,2.0,6.0,0.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,173,4.0,173,23,88.0
2018-06-04,2018,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Marterer M.,1.0,70.0,8770.0,831.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,207,3.0,206,5,98.0
2018-06-05,2018,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Zverev A.,8.0,3.0,3355.0,5615.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,27,86.0
2018-06-07,2018,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Schwartzman D.,1.0,12.0,8770.0,2165.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,207,4.0,206,29,88.0
2018-06-08,2018,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Thiem D.,Cecchinato M.,8.0,72.0,3355.0,806.0,7.0,5.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,5,97.0
2018-06-08,2018,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Del Potro J.M.,1.0,6.0,8770.0,4450.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,11,95.0
2018-06-10,2018,French Open,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Thiem D.,1.0,8.0,8770.0,3355.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,21,91.0
2018-06-11,2018,Ricoh Open,ATP250,Outdoor,Grass,1st Round,3,Medvedev D.,Bhambri Y.,52.0,84.0,974.0,677.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,195,2.0,195,1,99.0
2018-06-12,2018,Ricoh Open,ATP250,Outdoor,Grass,1st Round,3,Tsitsipas S.,Smith J.P.,37.0,196.0,1222.0,301.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,170,3.0,166,1,99.0
2018-06-13,2018,Mercedes Cup,ATP250,Outdoor,Grass,2nd Round,3,Federer R.,Zverev M.,2.0,54.0,8670.0,950.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,163,3.0,163,9,95.0
2018-06-14,2018,Ricoh Open,ATP250,Outdoor,Grass,2nd Round,3,Tsitsipas S.,Jaziri M.,37.0,61.0,1222.0,907.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,170,3.0,166,3,98.0
2018-06-15,2018,Mercedes Cup,ATP250,Outdoor,Grass,Quarterfinals,3,Federer R.,Pella G.,2.0,75.0,8670.0,745.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,163,2.0,163,12,93.0
2018-06-16,2018,Mercedes Cup,ATP250,Outdoor,Grass,Semifinals,3,Federer R.,Kyrgios N.,2.0,24.0,8670.0,1585.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,163,3.0,163,13,93.0
2018-06-17,2018,Mercedes Cup,ATP250,Outdoor,Grass,The Final,3,Federer R.,Raonic M.,2.0,35.0,8670.0,1255.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,163,2.0,163,13,93.0
2018-06-18,2018,AEGON Championships,ATP500,Outdoor,Grass,1st Round,3,Medvedev D.,Sock J.,53.0,14.0,962.0,2110.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,195,2.0,195,12,94.0
2018-06-18,2018,Gerry Weber Open,ATP500,Outdoor,Grass,1st Round,3,Thiem D.,Youzhny M.,7.0,94.0,3835.0,616.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,173,2.0,173,2,99.0
2018-06-19,2018,Gerry Weber Open,ATP500,Outdoor,Grass,1st Round,3,Federer R.,Bedene A.,1.0,72.0,8920.0,770.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,163,2.0,163,16,91.0
2018-06-19,2018,AEGON Championships,ATP500,Outdoor,Grass,1st Round,3,Djokovic N.,Millman J.,22.0,63.0,1665.0,901.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,216,2.0,216,14,94.0
2018-06-19,2018,Gerry Weber Open,ATP500,Outdoor,Grass,1st Round,3,Tsitsipas S.,Pouille L.,35.0,18.0,1238.0,1870.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,170,2.0,166,11,94.0
2018-06-21,2018,AEGON Championships,ATP500,Outdoor,Grass,2nd Round,3,Djokovic N.,Dimitrov G.,22.0,5.0,1665.0,4870.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,216,2.0,216,23,90.0
2018-06-21,2018,Gerry Weber Open,ATP500,Outdoor,Grass,2nd Round,3,Federer R.,Paire B.,1.0,48.0,8920.0,1010.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,163,3.0,163,17,91.0
2018-06-22,2018,AEGON Championships,ATP500,Outdoor,Grass,Quarterfinals,3,Djokovic N.,Mannarino A.,22.0,26.0,1665.0,1535.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,216,2.0,216,21,91.0
2018-06-22,2018,Gerry Weber Open,ATP500,Outdoor,Grass,Quarterfinals,3,Federer R.,Ebden M.,1.0,60.0,8920.0,911.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,163,2.0,163,4,98.0
2018-06-23,2018,AEGON Championships,ATP500,Outdoor,Grass,Semifinals,3,Djokovic N.,Chardy J.,22.0,61.0,1665.0,910.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,216,2.0,216,20,92.0
2018-06-23,2018,Gerry Weber Open,ATP500,Outdoor,Grass,Semifinals,3,Federer R.,Kudla D.,1.0,109.0,8920.0,507.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,163,2.0,163,9,95.0
2018-07-02,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lajovic D.,2.0,58.0,8720.0,920.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,17,91.0
2018-07-02,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Medvedev D.,Coric B.,67.0,20.0,847.0,1745.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,18,92.0
2018-07-02,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Tsitsipas S.,Barrere G.,35.0,188.0,1254.0,302.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,170,4.0,166,2,99.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Zverev A.,Duckworth J.,3.0,748.0,5755.0,28.0,7.0,5.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,226,3.0,226,4,98.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Sela D.,1.0,127.0,8770.0,437.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,3,99.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Sock J.,81.0,15.0,721.0,2110.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,107,5.0,104,12,90.0
2018-07-03,2018,Wimbledon,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Sandgren T.,21.0,57.0,1715.0,923.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,11,95.0
2018-07-04,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Lacko L.,2.0,73.0,8720.0,752.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,163,3.0,163,1,99.0
2018-07-04,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Garcia-Lopez G.,67.0,65.0,847.0,863.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,5,98.0
2018-07-05,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kukushkin M.,1.0,77.0,8770.0,734.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,8,96.0
2018-07-05,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Zeballos H.,21.0,126.0,1715.0,438.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,5,98.0
2018-07-05,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Tsitsipas S.,Donaldson J.,35.0,54.0,1254.0,945.0,6.0,3.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,170,5.0,166,7,96.0
2018-07-06,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Struff J.L.,2.0,64.0,8720.0,865.0,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,163,3.0,163,23,88.0
2018-07-06,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Tsitsipas S.,Fabbiano T.,35.0,133.0,1254.0,424.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,170,3.0,166,3,98.0
2018-07-06,2018,Wimbledon,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Fritz T.,3.0,68.0,5755.0,839.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,226,5.0,226,14,94.0
2018-07-07,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Edmund K.,21.0,17.0,1715.0,1950.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,216,4.0,216,14,94.0
2018-07-07,2018,Wimbledon,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,De Minaur A.,1.0,80.0,8770.0,723.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,18,92.0
2018-07-09,2018,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Vesely J.,1.0,93.0,8770.0,640.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,1,100.0
2018-07-09,2018,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Mannarino A.,2.0,26.0,8720.0,1580.0,6.0,0.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,163,3.0,163,21,89.0
2018-07-09,2018,Wimbledon,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Khachanov K.,21.0,40.0,1715.0,1130.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,23,90.0
2018-07-11,2018,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Del Potro J.M.,1.0,4.0,8770.0,5080.0,7.0,5.0,6.0,7.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,207,5.0,206,11,95.0
2018-07-11,2018,Wimbledon,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Nishikori K.,21.0,28.0,1715.0,1530.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,23,90.0
2018-07-14,2018,Wimbledon,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Nadal R.,21.0,1.0,1715.0,8770.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,6.0,10.0,8.0,3.0,2.0,Completed,216,5.0,216,19,92.0
2018-07-15,2018,Wimbledon,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Anderson K.,21.0,8.0,1715.0,3635.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,216,3.0,216,21,91.0
2018-07-16,2018,SkiStar Swedish Open,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Mayer L.,75.0,36.0,757.0,1197.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,107,3.0,104,9,92.0
2018-07-19,2018,Croatia Open,ATP250,Outdoor,Clay,2nd Round,3,Rublev A.,Auger-Aliassime F.,35.0,144.0,1211.0,401.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,154,3.0,147,18,89.0
2018-07-24,2018,German Tennis Championships,ATP500,Outdoor,Clay,1st Round,3,Thiem D.,Moutet C.,8.0,119.0,3665.0,488.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,173,2.0,173,6,97.0
2018-07-24,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Albot R.,84.0,97.0,687.0,598.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,107,2.0,104,9,92.0
2018-07-25,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Rublev A.,84.0,46.0,687.0,1000.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,107,2.0,104,20,84.0
2018-07-26,2018,German Tennis Championships,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Millman J.,8.0,50.0,3665.0,966.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,173,2.0,173,14,93.0
2018-07-27,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Lopez F.,84.0,66.0,687.0,815.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,107,2.0,104,7,94.0
2018-07-28,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Zopp J.,84.0,107.0,687.0,529.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,107,2.0,104,1,99.0
2018-07-29,2018,Suisse Open Gstaad,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Bautista Agut R.,84.0,17.0,687.0,1940.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,107,2.0,104,22,83.0
2018-07-31,2018,Generali Open,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Simon G.,54.0,40.0,927.0,1060.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,107,3.0,104,13,89.0
2018-07-31,2018,Citi Open,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Watanuki Y.,63.0,287.0,892.0,178.0,3.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,195,3.0,195,1,99.0
2018-08-01,2018,Generali Open,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Albot R.,54.0,98.0,927.0,578.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,107,3.0,104,9,92.0
2018-08-01,2018,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Donaldson J.,32.0,62.0,1399.0,900.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,170,3.0,166,7,96.0
2018-08-02,2018,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Zverev A.,Jaziri M.,3.0,64.0,5665.0,884.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,226,2.0,226,3,99.0
2018-08-02,2018,Citi Open,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Paul T.,46.0,256.0,1000.0,216.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,154,2.0,147,9,94.0
2018-08-03,2018,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,Goffin D.,32.0,11.0,1399.0,3120.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,170,2.0,166,19,90.0
2018-08-03,2018,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Zverev A.,Zverev M.,3.0,42.0,5665.0,1030.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,226,2.0,226,9,96.0
2018-08-03,2018,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Duckworth J.,32.0,654.0,1399.0,38.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,170,2.0,166,4,98.0
2018-08-03,2018,Citi Open,ATP500,Outdoor,Hard,3rd Round,3,Rublev A.,Rubin N.,46.0,152.0,1000.0,373.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,154,2.0,147,2,99.0
2018-08-04,2018,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Kudla D.,46.0,85.0,1000.0,683.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,154,2.0,147,9,94.0
2018-08-04,2018,Citi Open,ATP500,Outdoor,Hard,Quarterfinals,3,Zverev A.,Nishikori K.,3.0,20.0,5665.0,1800.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,226,3.0,226,23,91.0
2018-08-04,2018,Citi Open,ATP500,Outdoor,Hard,Semifinals,3,Zverev A.,Tsitsipas S.,3.0,32.0,5665.0,1399.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,226,2.0,226,33,87.0
2018-08-05,2018,Citi Open,ATP500,Outdoor,Hard,The Final,3,Zverev A.,De Minaur A.,3.0,72.0,5665.0,803.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,226,2.0,226,18,93.0
2018-08-06,2018,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3,Medvedev D.,Sock J.,68.0,19.0,822.0,1850.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,195,3.0,195,12,94.0
2018-08-07,2018,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3,Djokovic N.,Basic M.,10.0,84.0,3355.0,695.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,216,2.0,216,3,99.0
2018-08-07,2018,Rogers Masters,Masters 1000,Outdoor,Hard,1st Round,3,Tsitsipas S.,Dzumhur D.,27.0,24.0,1534.0,1665.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,170,2.0,166,12,93.0
2018-08-08,2018,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Polansky P.,10.0,121.0,3355.0,468.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,216,2.0,216,3,99.0
2018-08-08,2018,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Thiem D.,27.0,8.0,1534.0,3665.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,170,2.0,166,21,89.0
2018-08-09,2018,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Auger-Aliassime F.,68.0,133.0,822.0,441.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,195,3.0,195,18,92.0
2018-08-09,2018,Rogers Masters,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Klahn B.,3.0,116.0,5665.0,484.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,226,2.0,226,1,100.0
