date,year,tournament,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,status,win_counts,tsets,s1win,s1loss,s1win(%),s4win,s4loss,s4win(%)
2020-01-22,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Krajinovic F.,3.0,41.0,6590.0,1158.0,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,163,3.0,163,16,91.0,20,2,91.0
2020-01-22,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Kohlschreiber P.,6.0,79.0,5375.0,700.0,,,,,,,,,,,,,Walkover,170,0.0,166,15,92.0,17,0,100.0
2020-01-23,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Sugita Y.,16.0,91.0,2004.0,608.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,154,3.0,147,6,96.0,15,0,100.0
2020-01-23,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Martinez P.,4.0,168.0,5960.0,300.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,195,3.0,195,5,98.0,14,1,93.0
2020-01-23,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Bolt A.,5.0,140.0,5890.0,377.0,6.0,2.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,173,5.0,173,2,99.0,24,1,96.0
2020-01-23,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Gerasimov E.,7.0,98.0,3345.0,575.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,226,3.0,226,7,97.0,24,0,100.0
2020-01-23,2020,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Delbonis F.,1.0,76.0,10235.0,711.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,207,3.0,206,11,95.0,19,1,95.0
2020-01-24,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Nishioka Y.,2.0,71.0,9720.0,797.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,5,98.0,33,0,100.0
2020-01-24,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Millman J.,3.0,47.0,6590.0,1096.0,4.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,163,5.0,163,14,92.0,20,2,91.0
2020-01-25,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Carreno Busta P.,1.0,30.0,10235.0,1422.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,207,3.0,206,24,90.0,19,2,90.0
2020-01-25,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Goffin D.,16.0,11.0,2004.0,2555.0,2.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,154,4.0,147,19,89.0,15,2,88.0
2020-01-25,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Fritz T.,5.0,34.0,5890.0,1335.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,173,4.0,173,14,93.0,24,6,80.0
2020-01-25,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Verdasco F.,7.0,51.0,3345.0,1050.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,226,3.0,226,17,93.0,24,0,100.0
2020-01-25,2020,Australian Open,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Popyrin A.,4.0,96.0,5960.0,585.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,10,95.0,14,2,88.0
2020-01-26,2020,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Schwartzman D.,2.0,14.0,9720.0,2130.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,216,3.0,216,29,88.0,33,5,87.0
2020-01-26,2020,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fucsovics M.,3.0,67.0,6590.0,827.0,4.0,6.0,6.0,1.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,163,4.0,163,16,91.0,20,3,87.0
2020-01-27,2020,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Kyrgios N.,1.0,26.0,10235.0,1520.0,6.0,3.0,3.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,207,4.0,206,13,94.0,19,3,86.0
2020-01-27,2020,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Rublev A.,7.0,16.0,3345.0,2004.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,226,3.0,226,20,92.0,24,0,100.0
2020-01-27,2020,Australian Open,Grand Slam,Outdoor,Hard,4th Round,5,Thiem D.,Monfils G.,5.0,10.0,5890.0,2565.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,173,3.0,173,16,92.0,24,3,89.0
2020-01-28,2020,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Raonic M.,2.0,35.0,9720.0,1305.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,216,3.0,216,13,94.0,33,1,97.0
2020-01-28,2020,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Sandgren T.,3.0,100.0,6590.0,573.0,6.0,3.0,2.0,6.0,2.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,163,5.0,163,11,94.0,20,2,91.0
2020-01-29,2020,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Thiem D.,Nadal R.,5.0,1.0,5890.0,10235.0,7.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,173,4.0,173,19,90.0,24,6,80.0
2020-01-29,2020,Australian Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Wawrinka S.,7.0,15.0,3345.0,2045.0,1.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,226,4.0,226,15,94.0,24,5,83.0
2020-01-30,2020,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Federer R.,2.0,3.0,9720.0,6590.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,12,95.0,33,2,94.0
2020-01-31,2020,Australian Open,Grand Slam,Outdoor,Hard,Semifinals,5,Thiem D.,Zverev A.,5.0,7.0,5890.0,3345.0,3.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,173,4.0,173,27,86.0,24,6,80.0
2020-02-02,2020,Australian Open,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Thiem D.,2.0,5.0,9720.0,5890.0,6.0,4.0,4.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,216,3.0,216,21,91.0,33,3,92.0
2020-08-31,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Ramos-Vinolas A.,6.0,41.0,5095.0,1130.0,6.0,2.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,170,3.0,166,17,91.0,17,0,100.0
2020-08-31,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Anderson K.,7.0,117.0,3630.0,490.0,7.0,6.0,5.0,7.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,226,4.0,226,21,91.0,24,1,96.0
2020-09-01,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Munar J.,3.0,105.0,7135.0,548.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Retired,173,2.0,173,7,96.0,24,1,96.0
2020-09-01,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Dzumhur D.,1.0,109.0,10860.0,524.0,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,216,3.0,216,12,95.0,33,3,92.0
2020-09-01,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Mcdonald M.,37.0,243.0,1279.0,207.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,102,5.0,86,10,90.0,5,1,83.0
2020-09-01,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Chardy J.,14.0,60.0,2234.0,860.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,154,3.0,147,20,88.0,15,1,94.0
2020-09-02,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Nakashima B.,7.0,223.0,3630.0,229.0,7.0,5.0,6.0,7.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,226,4.0,226,2,99.0,24,1,96.0
2020-09-02,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Edmund K.,1.0,44.0,10860.0,1050.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,216,4.0,216,14,94.0,33,2,94.0
2020-09-02,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Soeda G.,8.0,119.0,2940.0,480.0,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,107,3.0,104,2,98.0,19,0,100.0
2020-09-02,2020,US Open,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Delbonis F.,5.0,79.0,5890.0,711.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,195,3.0,195,11,95.0,14,1,93.0
2020-09-03,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Ruusuvuori E.,37.0,92.0,1279.0,648.0,6.0,4.0,6.0,3.0,3.0,2.0,,,,,2.0,0.0,Retired,102,2.0,86,3,97.0,5,0,100.0
2020-09-03,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,Humbert U.,8.0,42.0,2940.0,1111.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,107,3.0,104,5,95.0,19,0,100.0
2020-09-03,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Nagal S.,3.0,124.0,7135.0,448.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,173,3.0,173,2,99.0,24,1,96.0
2020-09-03,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Barrere G.,14.0,93.0,2234.0,647.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,154,3.0,147,2,99.0,15,1,94.0
2020-09-03,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Cressy M.,6.0,168.0,5095.0,320.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,170,3.0,166,2,99.0,17,0,100.0
2020-09-04,2020,US Open,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,O Connell C.,5.0,116.0,5890.0,498.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,195,3.0,195,1,99.0,14,0,100.0
2020-09-05,2020,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,Ruud C.,8.0,37.0,2940.0,1279.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,107,3.0,104,15,87.0,19,0,100.0
2020-09-05,2020,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Caruso S.,14.0,100.0,2234.0,623.0,6.0,0.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,154,3.0,147,6,96.0,15,0,100.0
2020-09-05,2020,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Wolf J.J.,5.0,138.0,5890.0,402.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,195,3.0,195,1,99.0,14,0,100.0
2020-09-05,2020,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Struff J.L.,1.0,29.0,10860.0,1405.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,216,3.0,216,23,90.0,33,3,92.0
2020-09-05,2020,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Mannarino A.,7.0,39.0,3630.0,1191.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,226,4.0,226,21,91.0,24,3,89.0
2020-09-06,2020,US Open,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Cilic M.,3.0,38.0,7135.0,1225.0,6.0,2.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,173,4.0,173,27,86.0,24,5,83.0
2020-09-06,2020,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Davidovich Fokina A.,7.0,99.0,3630.0,627.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,226,3.0,226,7,97.0,24,1,96.0
2020-09-07,2020,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Thiem D.,Auger-Aliassime F.,3.0,21.0,7135.0,1806.0,7.0,6.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,18,91.0,24,1,96.0
2020-09-08,2020,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Rublev A.,Berrettini M.,14.0,8.0,2234.0,2940.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,154,4.0,147,16,90.0,15,6,71.0
2020-09-08,2020,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Coric B.,7.0,32.0,3630.0,1355.0,1.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,226,4.0,226,18,93.0,24,1,96.0
2020-09-08,2020,US Open,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Tiafoe F.,5.0,82.0,5890.0,700.0,6.0,4.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,195,3.0,195,16,92.0,14,4,78.0
2020-09-09,2020,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Rublev A.,5.0,14.0,5890.0,2234.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,195,3.0,195,20,91.0,14,0,100.0
2020-09-10,2020,US Open,Grand Slam,Outdoor,Hard,Quarterfinals,5,Thiem D.,De Minaur A.,3.0,28.0,7135.0,1485.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,173,3.0,173,18,91.0,24,0,100.0
2020-09-11,2020,US Open,Grand Slam,Outdoor,Hard,Semifinals,5,Zverev A.,Carreno Busta P.,7.0,27.0,3630.0,1500.0,3.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,226,5.0,226,24,90.0,24,2,92.0
2020-09-12,2020,US Open,Grand Slam,Outdoor,Hard,Semifinals,5,Thiem D.,Medvedev D.,3.0,5.0,7135.0,5890.0,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,173,3.0,173,18,91.0,24,2,92.0
2020-09-13,2020,US Open,Grand Slam,Outdoor,Hard,The Final,5,Thiem D.,Zverev A.,3.0,7.0,7135.0,3630.0,2.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,173,5.0,173,27,86.0,24,6,80.0
2020-09-27,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Novak D.,7.0,92.0,4650.0,698.0,7.0,5.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,226,3.0,226,2,99.0,24,0,100.0
2020-09-28,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Cilic M.,3.0,40.0,9125.0,1270.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,173,3.0,173,27,86.0,24,5,83.0
2020-09-28,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Gerasimov E.,2.0,83.0,9850.0,750.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,7,97.0,19,0,100.0
2020-09-28,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Sugita Y.,25.0,94.0,1739.0,686.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,102,3.0,86,6,93.0,5,0,100.0
2020-09-29,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Querrey S.,12.0,48.0,2614.0,1055.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,154,5.0,147,11,93.0,15,1,94.0
2020-09-29,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Pospisil V.,8.0,76.0,3030.0,777.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,107,3.0,104,9,92.0,19,0,100.0
2020-09-29,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Ymer M.,1.0,80.0,11260.0,763.0,6.0,0.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,5,98.0,33,0,100.0
2020-09-29,2020,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Munar J.,6.0,109.0,5385.0,563.0,4.0,6.0,2.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,170,5.0,166,7,96.0,17,1,94.0
2020-09-30,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Mcdonald M.,2.0,236.0,9850.0,217.0,6.0,1.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,207,3.0,206,10,95.0,19,1,95.0
2020-09-30,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Sock J.,3.0,310.0,9125.0,140.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,173,3.0,173,12,94.0,24,2,92.0
2020-09-30,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Paul T.,25.0,58.0,1739.0,949.0,6.0,1.0,1.0,6.0,6.0,3.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,102,5.0,86,9,91.0,5,4,56.0
2020-09-30,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Herbert P.H.,7.0,78.0,4650.0,775.0,2.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,226,5.0,226,5,98.0,24,1,96.0
2020-10-01,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Berankis R.,1.0,66.0,11260.0,854.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,8,96.0,33,0,100.0
2020-10-01,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Cuevas P.,6.0,60.0,5385.0,907.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,170,3.0,166,13,93.0,17,1,94.0
2020-10-01,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Davidovich Fokina A.,12.0,70.0,2614.0,829.0,7.0,5.0,6.0,1.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,154,4.0,147,7,95.0,15,1,94.0
2020-10-01,2020,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Berrettini M.,Harris L.,8.0,90.0,3030.0,701.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,107,4.0,104,11,90.0,19,2,90.0
2020-10-02,2020,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Ruud C.,3.0,25.0,9125.0,1739.0,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,173,3.0,173,15,92.0,24,0,100.0
2020-10-02,2020,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Travaglia S.,2.0,74.0,9850.0,794.0,6.0,1.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,207,3.0,206,4,98.0,19,1,95.0
2020-10-02,2020,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Cecchinato M.,7.0,110.0,4650.0,551.0,6.0,1.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,226,3.0,226,5,98.0,24,0,100.0
2020-10-03,2020,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Rublev A.,Anderson K.,12.0,118.0,2614.0,510.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,154,3.0,147,21,88.0,15,1,94.0
2020-10-03,2020,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Galan D.,1.0,153.0,11260.0,379.0,6.0,0.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,1,100.0,33,0,100.0
2020-10-03,2020,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Bedene A.,6.0,56.0,5385.0,965.0,6.0,1.0,6.0,2.0,3.0,1.0,,,,,2.0,0.0,Retired,170,2.0,166,16,91.0,17,2,89.0
2020-10-04,2020,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Korda S.,2.0,213.0,9850.0,252.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,207,3.0,206,4,98.0,19,0,100.0
2020-10-04,2020,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Thiem D.,Gaston H.,3.0,239.0,9125.0,215.0,6.0,4.0,6.0,4.0,5.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,173,5.0,173,3,98.0,24,1,96.0
2020-10-05,2020,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Rublev A.,Fucsovics M.,12.0,63.0,2614.0,877.0,6.0,7.0,7.0,5.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,154,4.0,147,16,90.0,15,3,83.0
2020-10-05,2020,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Tsitsipas S.,Dimitrov G.,6.0,20.0,5385.0,2055.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,170,3.0,166,23,88.0,17,1,94.0
2020-10-05,2020,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Khachanov K.,1.0,16.0,11260.0,2200.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,216,3.0,216,23,90.0,33,2,94.0
2020-10-06,2020,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Sinner J.,2.0,75.0,9850.0,788.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,207,3.0,206,12,94.0,19,0,100.0
2020-10-07,2020,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Tsitsipas S.,Rublev A.,6.0,12.0,5385.0,2614.0,7.0,5.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,170,3.0,166,20,89.0,17,0,100.0
2020-10-07,2020,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Carreno Busta P.,1.0,18.0,11260.0,2130.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,216,4.0,216,24,90.0,33,2,94.0
2020-10-09,2020,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Schwartzman D.,2.0,14.0,9850.0,2505.0,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,207,3.0,206,29,88.0,19,5,79.0
2020-10-09,2020,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Tsitsipas S.,1.0,6.0,11260.0,5385.0,6.0,3.0,6.0,2.0,5.0,7.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,216,5.0,216,33,87.0,33,5,87.0
2020-10-11,2020,French Open,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Djokovic N.,2.0,1.0,9850.0,11260.0,6.0,0.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,207,3.0,206,18,92.0,19,1,95.0
2021-02-08,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Chardy J.,1.0,61.0,12030.0,1020.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,216,3.0,216,20,92.0,33,1,97.0
2021-02-08,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Giron M.,7.0,75.0,5615.0,889.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,226,4.0,226,5,98.0,24,1,96.0
2021-02-08,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Kukushkin M.,3.0,90.0,9125.0,796.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,173,3.0,173,8,96.0,24,0,100.0
2021-02-09,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Thompson J.,28.0,49.0,1739.0,1113.0,6.0,3.0,6.0,3.0,2.0,1.0,,,,,2.0,0.0,Retired,102,2.0,86,8,91.0,5,2,71.0
2021-02-09,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Hanfmann Y.,8.0,102.0,4429.0,736.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,154,3.0,147,3,98.0,15,0,100.0
2021-02-09,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Simon G.,6.0,66.0,5965.0,990.0,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,170,3.0,166,13,93.0,17,1,94.0
2021-02-09,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Djere L.,2.0,56.0,9850.0,1068.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,207,3.0,206,4,98.0,19,0,100.0
2021-02-09,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Pospisil V.,4.0,63.0,8715.0,1013.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,195,3.0,195,9,96.0,14,0,100.0
2021-02-09,2021,Australian Open,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Anderson K.,10.0,81.0,3345.0,845.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,107,3.0,104,21,83.0,19,1,95.0
2021-02-10,2021,Australian Open,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Cressy M.,7.0,172.0,5615.0,389.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,226,3.0,226,2,99.0,24,0,100.0
